"recordTime","hotArr.word","hotArr.word_scheme","hotArr.label_name","hotArr.num","hotArr.category","hotArr.note"
,"城市猫咪回村血脉觉醒开始抓老鼠","#城市猫咪回村血脉觉醒开始抓老鼠#","新",278476,"社会新闻","城市猫咪回村血脉觉醒开始抓老鼠"
,"疑似1888万彩礼帖文作者致歉","#疑似1888万彩礼帖文作者致歉#","",213607,"社会新闻","疑似1888万彩礼帖文作者致歉"
,"原神魈","#原神魈#","新",206034,"游戏","原神魈"
,"腰背不舒服别像这样乱拉伸","#腰背不舒服别像这样乱拉伸#","新",205171,"体育","腰背不舒服别像这样乱拉伸"
,"女子谎称是90后和31岁男子恋爱","#女子谎称是90后和31岁男子恋爱#","",203987,"社会新闻","女子谎称是90后和31岁男子恋爱"
,"乖乖趴在奶奶肩上的小奶狗","#乖乖趴在奶奶肩上的小奶狗#","新",192738,"情感","乖乖趴在奶奶肩上的小奶狗"
,"刘威说赵丽颖太爱捡乐了","#刘威说赵丽颖太爱捡乐了#","新",191671,"影视","刘威说赵丽颖太爱捡乐了"
,"湖南卫视春晚露两手官宣","#湖南卫视春晚露两手官宣#","新",191157,"综艺","湖南卫视春晚露两手官宣"
,"张万森 下雪了","张万森 下雪了","",191080,"影视","张万森 下雪了"
,"C罗合影利雅得胜利前任7号","#C罗合影利雅得胜利前任7号#","新",190238,"体育","C罗合影利雅得胜利前任7号"
,"前任突然加微信要同意吗","#前任突然加微信要同意吗#","",189848,"情感","前任突然加微信要同意吗"
,"郑钧刘芸吵架后的状态","#郑钧刘芸吵架后的状态#","",188614,"综艺","郑钧刘芸吵架后的状态"
,"苹果正开发iPhone16Pro","#苹果正开发iPhone16Pro#","",181785,"科技","苹果正开发iPhone16Pro"
,"这辈子他都不敢插队了","#这辈子他都不敢插队了#","",178817,"幽默","这辈子他都不敢插队了"
,"兔宝宝8天5个涨停板","#兔宝宝8天5个涨停板#","新",176046,"财经","兔宝宝8天5个涨停板"
,"这狗是来报恩的吗","#这狗是来报恩的吗#","新",163183,"幽默","这狗是来报恩的吗"
,"张艺兴湖南春晚代言人","#张艺兴湖南春晚代言人#","新",161212,"综艺","张艺兴湖南春晚代言人"
,"紧那罗新春限定皮肤","#紧那罗新春限定皮肤#","新",153868,"游戏","紧那罗新春限定皮肤"
,"过年的硬菜跑了","#过年的硬菜跑了#","新",143115,"幽默","过年的硬菜跑了"
,"学古筝和不学古筝的都沉默了","#学古筝和不学古筝的都沉默了#","",141784,"幽默","学古筝和不学古筝的都沉默了"
,"这猫咪好能装","#这猫咪好能装#","新",131923,"幽默","这猫咪好能装"
,"佛跳墙成北方年夜饭新宠","#佛跳墙成北方年夜饭新宠#","",119503,"美食,社会新闻","佛跳墙成北方年夜饭新宠"
,"库克2023年薪酬将砍半","#库克2023年薪酬将砍半#","",118822,"科技","库克2023年薪酬将砍半"
,"独行侠vs湖人","#独行侠vs湖人#","",114258,"体育","独行侠vs湖人"
,"苹果汽车或售价9万美元","#苹果汽车或售价9万美元#","",110973,"科技","苹果汽车或售价9万美元"
,"知乎回应1888万天价彩礼事件","#知乎回应1888万天价彩礼事件#","新",110954,"社会新闻,科技","知乎回应1888万天价彩礼事件"
"1673589823590","知乎永久封禁1888万彩礼作者帐号","#知乎永久封禁1888万彩礼作者帐号#","新",2784872,"社会新闻,科技","知乎永久封禁1888万彩礼作者帐号"
,"后期抽了一条烟 才把这十秒的烟给抠掉","后期抽了一条烟 才把这十秒的烟给抠掉","热",1946801,"综艺","后期抽了一条烟 才把这十秒的烟给抠掉"
,"新冠治疗费用报销图解","#新冠治疗费用报销图解#","",1729159,"社会新闻","新冠治疗费用报销图解"
,"日本决定核废水2023春夏排入海","#日本决定核废水2023春夏排入海#","热",1635133,"社会新闻","日本决定核废水2023春夏排入海"
,"刘宪华回应近年来曝光少的原因","#刘宪华回应近年来曝光少的原因#","新",957550,"作品衍生","刘宪华回应近年来曝光少的原因"
,"陈佩斯母亲感染新冠去世","#陈佩斯母亲感染新冠去世#","新",930271,"艺人","陈佩斯母亲感染新冠去世"
,"男子煮羊肉爆炸高压锅击穿屋顶","#男子煮羊肉爆炸高压锅击穿屋顶#","",513722,"社会新闻","男子煮羊肉爆炸高压锅击穿屋顶"
,"成都26岁失联女子申某已找到","#成都26岁失联女子申某已找到#","热",487287,"社会新闻","成都26岁失联女子申某已找到"
,"妈妈为女儿织上百件毛衣价值百万","#妈妈为女儿织上百件毛衣价值百万#","",466299,"社会新闻","妈妈为女儿织上百件毛衣价值百万"
,"沙特球队3亿年薪报价梅西","#沙特球队3亿年薪报价梅西#","",428398,"体育","沙特球队3亿年薪报价梅西"
,"杨幂丁程鑫合拍","#杨幂丁程鑫合拍#","新",422737,"艺人","杨幂丁程鑫合拍"
,"父母为省钱未做四维生下连体双胞胎","#父母为省钱未做四维生下连体双胞胎#","",398511,"社会新闻","父母为省钱未做四维生下连体双胞胎"
,"红豆遥遥冰亲上了","#红豆遥遥冰亲上了#","新",380777,"影视","红豆遥遥冰亲上了"
,"邓超儿子等等长得好帅","邓超儿子等等长得好帅","热",352398,"影视","邓超儿子等等长得好帅"
,"秦始皇陵兵马俑甬道被人挖开过","#秦始皇陵兵马俑甬道被人挖开过#","",339362,"社会新闻","秦始皇陵兵马俑甬道被人挖开过"
,"iPhone14兔年保护套售价398元","#iPhone14兔年保护套售价398元#","",316256,"科技","iPhone14兔年保护套售价398元"
,"女生怕父母被质疑重男轻女改名","#女生怕父母被质疑重男轻女改名#","",316040,"社会新闻","女生怕父母被质疑重男轻女改名"
,"李泽言","李泽言","热",313841,"游戏","李泽言"
,"原神魈","#原神魈#","新",299981,"游戏","原神魈"
,"这狗是来报恩的吗","#这狗是来报恩的吗#","新",267022,"幽默","这狗是来报恩的吗"
,"王俊凯 大家不要抱着戾气生活","王俊凯 大家不要抱着戾气生活","热",266507,"艺人","王俊凯 大家不要抱着戾气生活"
,"猫王独生女去世","#猫王独生女去世#","",264443,"艺人","猫王独生女去世"
,"严浩翔tangoZ合作视频","#严浩翔tangoZ合作视频#","新",263731,"艺人","严浩翔tangoZ合作视频"
,"C罗合影利雅得胜利前任7号","#C罗合影利雅得胜利前任7号#","新",259538,"体育","C罗合影利雅得胜利前任7号"
,"同吃同住双胞胎体重相差19斤","#同吃同住双胞胎体重相差19斤#","",249520,"社会新闻","同吃同住双胞胎体重相差19斤"
,"独行侠vs湖人","#独行侠vs湖人#","",235359,"体育","独行侠vs湖人"
,"城市猫咪回村血脉觉醒开始抓老鼠","#城市猫咪回村血脉觉醒开始抓老鼠#","",203383,"社会新闻","城市猫咪回村血脉觉醒开始抓老鼠"
,"过年的硬菜跑了","#过年的硬菜跑了#","新",194250,"幽默","过年的硬菜跑了"
,"官方回应李楚彬15岁参加工作","#官方回应李楚彬15岁参加工作#","新",192392,"社会新闻","官方回应李楚彬15岁参加工作"
,"女子谎称是90后和31岁男子恋爱","#女子谎称是90后和31岁男子恋爱#","",183633,"社会新闻","女子谎称是90后和31岁男子恋爱"
,"太阳朴智旻新歌今日公开","#太阳朴智旻新歌今日公开#","新",182864,"音乐","太阳朴智旻新歌今日公开"
,"魏大勋大侦探唱功开大了","#魏大勋大侦探唱功开大了#","新",182424,"综艺","魏大勋大侦探唱功开大了"
,"刘威说赵丽颖太爱捡乐了","#刘威说赵丽颖太爱捡乐了#","",180730,"影视","刘威说赵丽颖太爱捡乐了"
,"王嘉尔伦敦演唱会怼外媒","#王嘉尔伦敦演唱会怼外媒#","",180224,"音乐","王嘉尔伦敦演唱会怼外媒"
,"原神 魈PV","#原神 魈PV#","",178413,"游戏","原神 魈PV"
,"谢之遥得知许红豆一生挚爱是陈南星","#谢之遥得知许红豆一生挚爱是陈南星#","",177993,"影视","谢之遥得知许红豆一生挚爱是陈南星"
,"苹果正开发iPhone16Pro","#苹果正开发iPhone16Pro#","",177100,"科技","苹果正开发iPhone16Pro"
,"腰背不舒服别像这样乱拉伸","#腰背不舒服别像这样乱拉伸#","",159801,"体育","腰背不舒服别像这样乱拉伸"
,"紧那罗新春限定皮肤","#紧那罗新春限定皮肤#","新",154917,"游戏","紧那罗新春限定皮肤"
,"这辈子他都不敢插队了","#这辈子他都不敢插队了#","",150773,"幽默","这辈子他都不敢插队了"
,"央视boys加盟央视网络春晚","#央视boys加盟央视网络春晚#","新",150315,"综艺","央视boys加盟央视网络春晚"
,"乖乖趴在奶奶肩上的小奶狗","#乖乖趴在奶奶肩上的小奶狗#","",147358,"情感","乖乖趴在奶奶肩上的小奶狗"
,"兔宝宝8天5个涨停板","#兔宝宝8天5个涨停板#","",138207,"财经","兔宝宝8天5个涨停板"
,"前任突然加微信要同意吗","#前任突然加微信要同意吗#","",126126,"情感","前任突然加微信要同意吗"
,"疑似1888万彩礼帖文作者致歉","#疑似1888万彩礼帖文作者致歉#","",122817,"社会新闻","疑似1888万彩礼帖文作者致歉"
,"特斯拉下调所有车型美国售价","#特斯拉下调所有车型美国售价#","新",121340,"财经","特斯拉下调所有车型美国售价"
,"这猫咪好能装","#这猫咪好能装#","新",119216,"幽默","这猫咪好能装"
,"原来众字是这样写出来的","#原来众字是这样写出来的#","新",119121,"社会正能量","原来众字是这样写出来的"
,"学古筝和不学古筝的都沉默了","#学古筝和不学古筝的都沉默了#","",118847,"幽默","学古筝和不学古筝的都沉默了"
,"知乎回应1888万天价彩礼事件","#知乎回应1888万天价彩礼事件#","新",118648,"社会新闻,科技","知乎回应1888万天价彩礼事件"
"1673591624306","知乎永久封禁1888万彩礼作者帐号","#知乎永久封禁1888万彩礼作者帐号#","热",2626634,"社会新闻,科技","知乎永久封禁1888万彩礼作者帐号"
,"后期抽了一条烟 才把这十秒的烟给抠掉","后期抽了一条烟 才把这十秒的烟给抠掉","沸",1700696,"综艺","后期抽了一条烟 才把这十秒的烟给抠掉"
,"新冠治疗费用报销图解","#新冠治疗费用报销图解#","",1220981,"社会新闻","新冠治疗费用报销图解"
,"陈佩斯母亲感染新冠去世","#陈佩斯母亲感染新冠去世#","新",1210178,"艺人","陈佩斯母亲感染新冠去世"
,"日本决定核废水2023春夏排入海","#日本决定核废水2023春夏排入海#","",1163856,"社会新闻","日本决定核废水2023春夏排入海"
,"红豆遥遥冰亲上了","#红豆遥遥冰亲上了#","新",1050592,"影视","红豆遥遥冰亲上了"
,"男子偷摸未成年被女孩妈妈当街掌掴","#男子偷摸未成年被女孩妈妈当街掌掴#","新",824354,"社会新闻","男子偷摸未成年被女孩妈妈当街掌掴"
,"成都26岁失联女子申某已找到","#成都26岁失联女子申某已找到#","热",553590,"社会新闻","成都26岁失联女子申某已找到"
,"妈妈为女儿织上百件毛衣价值百万","#妈妈为女儿织上百件毛衣价值百万#","",463293,"社会新闻","妈妈为女儿织上百件毛衣价值百万"
,"恋与制作人已成功注册李泽言商标","#恋与制作人已成功注册李泽言商标#","新",442701,"游戏","恋与制作人已成功注册李泽言商标"
,"刘宪华回应近年来曝光少的原因","#刘宪华回应近年来曝光少的原因#","",440837,"作品衍生","刘宪华回应近年来曝光少的原因"
,"父母为省钱未做四维生下连体双胞胎","#父母为省钱未做四维生下连体双胞胎#","",440605,"社会新闻","父母为省钱未做四维生下连体双胞胎"
,"杨幂丁程鑫合拍","#杨幂丁程鑫合拍#","新",436894,"艺人","杨幂丁程鑫合拍"
,"邓超儿子等等长得好帅","邓超儿子等等长得好帅","热",432541,"影视","邓超儿子等等长得好帅"
,"男子煮羊肉爆炸高压锅击穿屋顶","#男子煮羊肉爆炸高压锅击穿屋顶#","",385768,"社会新闻","男子煮羊肉爆炸高压锅击穿屋顶"
,"孙怡挑吴昕下巴","#孙怡挑吴昕下巴#","新",354134,"综艺","孙怡挑吴昕下巴"
,"沙特球队3亿年薪报价梅西","#沙特球队3亿年薪报价梅西#","",316337,"体育","沙特球队3亿年薪报价梅西"
,"iPhone14兔年保护套售价398元","#iPhone14兔年保护套售价398元#","",315915,"科技","iPhone14兔年保护套售价398元"
,"女生怕父母被质疑重男轻女改名","#女生怕父母被质疑重男轻女改名#","",294106,"社会新闻","女生怕父母被质疑重男轻女改名"
,"原神魈","#原神魈#","新",286323,"游戏","原神魈"
,"易烊千玺满江红踹沈腾花絮","#易烊千玺满江红踹沈腾花絮#","新",282277,"影视","易烊千玺满江红踹沈腾花絮"
,"猫王独生女去世","#猫王独生女去世#","",276373,"艺人","猫王独生女去世"
,"秦始皇陵兵马俑甬道被人挖开过","#秦始皇陵兵马俑甬道被人挖开过#","",270441,"社会新闻","秦始皇陵兵马俑甬道被人挖开过"
,"官方回应李楚彬15岁参加工作","#官方回应李楚彬15岁参加工作#","新",245673,"社会新闻","官方回应李楚彬15岁参加工作"
,"湖人独行侠裁判","#湖人独行侠裁判#","新",225383,"体育","湖人独行侠裁判"
,"梅西年度最佳拿到手软","#梅西年度最佳拿到手软#","新",225346,"体育","梅西年度最佳拿到手软"
,"这狗是来报恩的吗","#这狗是来报恩的吗#","新",220857,"幽默","这狗是来报恩的吗"
,"同吃同住双胞胎体重相差19斤","#同吃同住双胞胎体重相差19斤#","",207979,"社会新闻","同吃同住双胞胎体重相差19斤"
,"C罗合影利雅得胜利前任7号","#C罗合影利雅得胜利前任7号#","新",193737,"体育","C罗合影利雅得胜利前任7号"
,"苹果正开发iPhone16Pro","#苹果正开发iPhone16Pro#","",177411,"科技","苹果正开发iPhone16Pro"
,"宋亚轩黄子韬最新合拍视频","#宋亚轩黄子韬最新合拍视频#","新",177281,"艺人","宋亚轩黄子韬最新合拍视频"
,"央视boys加盟央视网络春晚","#央视boys加盟央视网络春晚#","新",176296,"综艺","央视boys加盟央视网络春晚"
,"王俊凯 大家不要抱着戾气生活","王俊凯 大家不要抱着戾气生活","",174999,"艺人","王俊凯 大家不要抱着戾气生活"
,"刘诗诗任如意红裙跳舞镜头","#刘诗诗任如意红裙跳舞镜头#","新",174348,"影视","刘诗诗任如意红裙跳舞镜头"
,"时代少年团新春魔术变身视频","#时代少年团新春魔术变身视频#","新",173608,"艺人","时代少年团新春魔术变身视频"
,"过年的硬菜跑了","#过年的硬菜跑了#","新",173086,"幽默","过年的硬菜跑了"
,"李泽言","李泽言","",168993,"游戏","李泽言"
,"独行侠vs湖人","#独行侠vs湖人#","",167540,"体育","独行侠vs湖人"
,"特斯拉下调所有车型美国售价","#特斯拉下调所有车型美国售价#","新",160118,"财经","特斯拉下调所有车型美国售价"
,"城市猫咪回村血脉觉醒开始抓老鼠","#城市猫咪回村血脉觉醒开始抓老鼠#","",158981,"社会新闻","城市猫咪回村血脉觉醒开始抓老鼠"
,"vibe","vibe","新",158795,"音乐","vibe"
,"女子谎称是90后和31岁男子恋爱","#女子谎称是90后和31岁男子恋爱#","",158570,"社会新闻","女子谎称是90后和31岁男子恋爱"
,"紧那罗新春限定皮肤","#紧那罗新春限定皮肤#","新",158286,"游戏","紧那罗新春限定皮肤"
,"这辈子他都不敢插队了","#这辈子他都不敢插队了#","",158066,"幽默","这辈子他都不敢插队了"
,"腰背不舒服别像这样乱拉伸","#腰背不舒服别像这样乱拉伸#","",157946,"体育","腰背不舒服别像这样乱拉伸"
,"高价保温杯到底贵在哪里","#高价保温杯到底贵在哪里#","新",157600,"社会新闻","高价保温杯到底贵在哪里"
,"兔宝宝8天5个涨停板","#兔宝宝8天5个涨停板#","",157366,"财经","兔宝宝8天5个涨停板"
,"六旬奶奶KTV合唱我是女生","#六旬奶奶KTV合唱我是女生#","新",157276,"社会新闻","六旬奶奶KTV合唱我是女生"
,"东契奇绝平三分","#东契奇绝平三分#","新",156865,"体育","东契奇绝平三分"
,"一把椅子拉伸脊柱","#一把椅子拉伸脊柱#","新",156717,"体育,社会新闻","一把椅子拉伸脊柱"
